"birthyr","draftnumber","conscripted","crimerate","argentine","indigenous","naturalized"
1958,200,0.621495306491852,0.0552590489387512,1,0,0
1958,444,0.741071403026581,0.0598639696836472,0.995305180549622,0.00469483574852347,0
1958,836,0.77358490228653,0.069073811173439,1,0,0
1958,248,0.65596330165863,0.073678731918335,1,0,0
1958,731,0.693877577781677,0.0552590489387512,1,0,0
1958,551,0.698492467403412,0.0828885734081268,1,0,0
1958,160,0.0596330277621746,0.0920984148979187,0.995192289352417,0.0048076924867928,0
1958,639,0.64682537317276,0.105913177132607,1,0,0
1958,353,0.627192974090576,0.0967033356428146,0.990867555141449,0.00913241971284151,0
1958,904,0.722222208976746,0.0506541281938553,1,0,0
1958,944,0.660550475120544,0.0368393659591675,0.9952152967453,0,0.0047846888191998
1958,696,0.705069124698639,0.0552590489387512,1,0,0
1958,90,0.0431034490466118,0.0414442867040634,1,0,0
1958,645,0.6912442445755,0.0598639696836472,1,0,0
1958,64,0.0488888882100582,0.069073811173439,1,0,0
1958,366,0.689956307411194,0.0644688904285431,1,0,0
1958,655,0.6875,0.069073811173439,0.995708167552948,0.00429184548556805,0
1958,178,0.604255318641663,0.0782836526632309,0.995535731315613,0.00446428591385484,0
1958,148,0.0669456049799919,0.0598639696836472,1,0,0
1958,811,0.709401726722717,0.0644688904285431,0.990950226783752,0.00452488707378507,0
1958,950,0.622807025909424,0.12433286011219,0.995260655879974,0.00473933666944504,0
1958,680,0.735426008701324,0.0460492074489594,1,0,0
1958,561,0.711627900600433,0.0506541281938553,1,0,0
1958,117,0.0562770552933216,0.0828885734081268,1,0,0
1958,318,0.573275864124298,0.101308256387711,0.995475113391876,0.00452488707378507,0
1958,209,0.612903237342834,0.069073811173439,1,0,0
1958,71,0.0786026194691658,0.115123018622398,1,0,0
1958,211,0.59825325012207,0.0874934941530228,0.995391726493835,0.00460829492658377,0
1958,116,0.0752212405204773,0.069073811173439,1,0,0
1958,550,0.670833349227905,0.133542701601982,1,0,0
1958,61,0.0739130452275276,0.0920984148979187,0.995370388031006,0,0.00462962966412306
1958,108,0.036529678851366,0.0368393659591675,0.995238065719604,0.00476190494373441,0
1958,736,0.708520174026489,0.0782836526632309,1,0,0
1958,544,0.71921181678772,0.069073811173439,1,0,0
1958,415,0.663829803466797,0.0598639696836472,1,0,0
1958,599,0.680365324020386,0.0552590489387512,1,0,0
1958,929,0.701298713684082,0.0414442867040634,1,0,0
1958,970,0.728070199489594,0.0552590489387512,1,0,0
1958,202,0.662393152713776,0.0920984148979187,1,0,0
1958,76,0.0357142873108387,0.0644688904285431,1,0,0
1958,473,0.702127635478973,0.069073811173439,1,0,0
1958,45,0.0619469024240971,0.0460492074489594,0.990825712680817,0.00917431153357029,0
1958,701,0.699115037918091,0.0322344452142715,1,0,0
1958,732,0.758793950080872,0.0460492074489594,1,0,0
1958,537,0.739910304546356,0.069073811173439,0.995370388031006,0.00462962966412306,0
1958,971,0.647058844566345,0.0644688904285431,1,0,0
1958,872,0.736585378646851,0.0506541281938553,0.994974851608276,0.00502512557432055,0
1958,131,0.0420560762286186,0.069073811173439,1,0,0
1958,386,0.747706413269043,0.0598639696836472,0.995145618915558,0,0.00485436897724867
1958,733,0.717391312122345,0.0644688904285431,1,0,0
1958,87,0.0470085479319096,0.115123018622398,0.995614051818848,0.00438596494495869,0
1958,498,0.726086974143982,0.0552590489387512,1,0,0
1958,705,0.672199189662933,0.101308256387711,1,0,0
1958,658,0.622641503810883,0.0644688904285431,0.994974851608276,0.00502512557432055,0
1958,507,0.685950398445129,0.069073811173439,0.995555579662323,0.00444444455206394,0
1958,643,0.669603526592255,0.0414442867040634,0.995348811149597,0,0.00465116277337074
1958,334,0.650485455989838,0.073678731918335,1,0,0
1958,457,0.7156862616539,0.0506541281938553,0.994845390319824,0.00515463901683688,0
1958,845,0.681034505367279,0.0828885734081268,0.995433807373047,0.00456620985642076,0
1958,173,0.271844655275345,0.073678731918335,1,0,0
1958,59,0.0628019347786903,0.0828885734081268,0.994709014892578,0.00529100513085723,0
1958,862,0.701923072338104,0.069073811173439,0.99481862783432,0.00518134701997042,0
1958,620,0.65350878238678,0.0644688904285431,0.995327115058899,0.00467289704829454,0
1958,472,0.728110611438751,0.0276295244693756,1,0,0
1958,682,0.758474588394165,0.0920984148979187,1,0,0
1958,723,0.698689937591553,0.0782836526632309,0.995370388031006,0.00462962966412306,0
1958,866,0.723684191703796,0.0874934941530228,1,0,0
1958,568,0.701680660247803,0.115123018622398,0.995535731315613,0.00446428591385484,0
1958,120,0.0198019798845053,0.073678731918335,1,0,0
1958,710,0.707207202911377,0.0552590489387512,0.995169103145599,0.00483091780915856,0
1958,54,0.0642201825976372,0.0460492074489594,1,0,0
1958,33,0.0491803288459778,0.0874934941530228,1,0,0
1958,75,0.0360360369086266,0.069073811173439,1,0,0
1958,881,0.724444448947906,0.069073811173439,1,0,0
1958,617,0.709677398204803,0.0414442867040634,1,0,0
1958,226,0.626086950302124,0.0920984148979187,1,0,0
1958,711,0.725581407546997,0.0920984148979187,1,0,0
1958,987,0.671052634716034,0.0782836526632309,0.995348811149597,0.00465116277337074,0
1958,634,0.672413766384125,0.0552590489387512,1,0,0
1958,873,0.713004469871521,0.0874934941530228,0.995283007621765,0.00471698120236397,0
1958,153,0.0595744699239731,0.0552590489387512,1,0,0
1958,183,0.61860466003418,0.073678731918335,1,0,0
1958,789,0.676991164684296,0.0506541281938553,1,0,0
1958,100,0.06880734115839,0.0644688904285431,1,0,0
1958,735,0.680180191993713,0.069073811173439,1,0,0
1958,766,0.672645747661591,0.0414442867040634,1,0,0
1958,63,0.0558139532804489,0.073678731918335,1,0,0
1958,742,0.692682921886444,0.0414442867040634,0.994845390319824,0.00515463901683688,0
1958,546,0.717703342437744,0.0552590489387512,1,0,0
1958,844,0.752212405204773,0.0644688904285431,0.995391726493835,0.00460829492658377,0
1958,935,0.717391312122345,0.0644688904285431,1,0,0
1958,159,0.0495495498180389,0.0874934941530228,0.995169103145599,0.00483091780915856,0
1958,149,0.0543933063745499,0.101308256387711,1,0,0
1958,387,0.654008448123932,0.069073811173439,0.995535731315613,0.00446428591385484,0
1958,458,0.746724903583527,0.0506541281938553,1,0,0
1958,154,0.0695652142167091,0.0552590489387512,1,0,0
1958,404,0.696428596973419,0.0552590489387512,0.995391726493835,0.00460829492658377,0
1958,102,0.0524017475545406,0.0506541281938553,1,0,0
1958,918,0.669724762439728,0.0920984148979187,1,0,0
1958,423,0.660079061985016,0.069073811173439,0.99578058719635,0.0042194090783596,0
1958,270,0.683673441410065,0.0644688904285431,0.988764047622681,0.00561797758564353,0.00561797758564353
1958,163,0.0775862038135529,0.069073811173439,1,0,0
1958,917,0.744292259216309,0.0552590489387512,1,0,0
1958,352,0.672811031341553,0.069073811173439,0.995024859905243,0.00497512426227331,0
1958,430,0.679324865341187,0.069073811173439,1,0,0
1958,471,0.733333349227905,0.0782836526632309,0.995475113391876,0.00452488707378507,0
1958,973,0.743697464466095,0.0552590489387512,1,0,0
1958,801,0.723214268684387,0.0782836526632309,1,0,0
1958,269,0.686868667602539,0.0874934941530228,1,0,0
1958,548,0.737500011920929,0.0828885734081268,1,0,0
1958,285,0.635071098804474,0.0644688904285431,0.994897961616516,0,0.00510204071179032
1958,748,0.714893639087677,0.115123018622398,1,0,0
1958,413,0.689814805984497,0.069073811173439,1,0,0
1958,508,0.65174126625061,0.0644688904285431,1,0,0
1958,1,0.0418410040438175,0.0644688904285431,1,0,0
1958,290,0.668246448040009,0.069073811173439,1,0,0
1958,127,0.0484581515192986,0.0552590489387512,1,0,0
1958,253,0.608510613441467,0.0644688904285431,1,0,0
1958,6,0.0466101691126823,0.0506541281938553,1,0,0
1958,18,0.0375000014901161,0.0782836526632309,1,0,0
1958,224,0.625,0.0967033356428146,1,0,0
1958,694,0.689189195632935,0.0828885734081268,1,0,0
1958,646,0.669387757778168,0.110518097877502,1,0,0
1958,137,0.0611353702843189,0.0552590489387512,1,0,0
1958,78,0.0497737564146519,0.119727939367294,1,0,0
1958,94,0.0516431927680969,0.0967033356428146,1,0,0
1958,532,0.713043451309204,0.0828885734081268,0.995348811149597,0.00465116277337074,0
1958,788,0.70386266708374,0.0874934941530228,1,0,0
1958,688,0.668224275112152,0.0967033356428146,1,0,0
1958,465,0.659292042255402,0.0644688904285431,1,0,0
1958,690,0.705179274082184,0.0782836526632309,0.995744705200195,0.00425531901419163,0
1958,281,0.701298713684082,0.0506541281938553,1,0,0
1958,212,0.639676094055176,0.0506541281938553,0.995726466178894,0.00427350448444486,0
1958,245,0.660465121269226,0.0552590489387512,0.995000004768372,0.00499999988824129,0
1958,782,0.684444427490234,0.101308256387711,1,0,0
1958,166,0.212765961885452,0.0552590489387512,1,0,0
1958,208,0.650246322154999,0.0920984148979187,0.994764387607574,0.00523560214787722,0
1958,169,0.160804018378258,0.0920984148979187,1,0,0
1958,949,0.733031690120697,0.0828885734081268,1,0,0
1958,101,0.0863636359572411,0.0782836526632309,1,0,0
1958,815,0.687203764915466,0.0230246037244797,1,0,0
1958,374,0.678571403026581,0.0552590489387512,1,0,0
1958,787,0.648648619651794,0.0920984148979187,1,0,0
1958,203,0.668161451816559,0.0874934941530228,1,0,0
1958,628,0.691943109035492,0.073678731918335,1,0,0
1958,920,0.705882370471954,0.073678731918335,1,0,0
1958,479,0.679653704166412,0.069073811173439,0.995412826538086,0,0.00458715576678514
1958,276,0.702127635478973,0.0874934941530228,1,0,0
1958,704,0.680180191993713,0.0874934941530228,1,0,0
1958,181,0.633165836334229,0.0414442867040634,0.994736850261688,0.00526315812021494,0
1958,496,0.657142877578735,0.0828885734081268,1,0,0
1958,614,0.685863852500916,0.0967033356428146,1,0,0
1958,32,0.0420168079435825,0.069073811173439,1,0,0
1958,897,0.700440526008606,0.0460492074489594,1,0,0
1958,503,0.694581270217896,0.073678731918335,0.99487179517746,0.00512820528820157,0
1958,419,0.662280678749084,0.0460492074489594,0.995391726493835,0.00460829492658377,0
1958,37,0.0399999991059303,0.0598639696836472,1,0,0
1958,156,0.0495049506425858,0.0828885734081268,1,0,0
1958,528,0.721153855323792,0.0828885734081268,1,0,0
1958,755,0.73109245300293,0.0874934941530228,1,0,0
1958,853,0.704347848892212,0.0644688904285431,1,0,0
1958,298,0.657777786254883,0.0552590489387512,0.990740716457367,0,0.00925925932824612
1958,247,0.71921181678772,0.073678731918335,1,0,0
1958,778,0.678414106369019,0.0874934941530228,1,0,0
1958,25,0.0434782616794109,0.069073811173439,1,0,0
1958,52,0.0399999991059303,0.0230246037244797,1,0,0
1958,891,0.643478274345398,0.073678731918335,1,0,0
1958,928,0.745370388031006,0.0598639696836472,1,0,0
1958,497,0.754629611968994,0.0460492074489594,1,0,0
1958,674,0.679841876029968,0.0414442867040634,1,0,0
1958,436,0.713675200939178,0.0552590489387512,1,0,0
1958,408,0.712918639183044,0.0828885734081268,1,0,0
1958,320,0.711111128330231,0.0782836526632309,0.995305180549622,0.00469483574852347,0
1958,991,0.736111104488373,0.0828885734081268,1,0,0
1958,344,0.736625492572784,0.0920984148979187,1,0,0
1958,513,0.646808505058289,0.0552590489387512,1,0,0
1958,107,0.0676328465342522,0.069073811173439,1,0,0
1958,140,0.0389610379934311,0.0828885734081268,1,0,0
1958,632,0.702325582504272,0.073678731918335,1,0,0
1958,630,0.702325582504272,0.073678731918335,1,0,0
1958,812,0.672897219657898,0.0506541281938553,1,0,0
1958,322,0.674008786678314,0.0460492074489594,1,0,0
1958,934,0.769230782985687,0.0506541281938553,1,0,0
1958,964,0.782222211360931,0.0782836526632309,1,0,0
1958,888,0.70175439119339,0.0552590489387512,1,0,0
1958,260,0.613636374473572,0.0552590489387512,1,0,0
1958,906,0.679611623287201,0.0506541281938553,1,0,0
1958,879,0.713636338710785,0.0644688904285431,1,0,0
1958,652,0.695473253726959,0.0460492074489594,1,0,0
1958,605,0.714285731315613,0.0322344452142715,1,0,0
1958,504,0.636363625526428,0.0828885734081268,1,0,0
1958,831,0.701834857463837,0.069073811173439,0.995073914527893,0.00492610828951001,0
1958,241,0.613953471183777,0.0828885734081268,1,0,0
1958,521,0.785388112068176,0.0828885734081268,1,0,0
1958,24,0.0434782616794109,0.0644688904285431,1,0,0
1958,961,0.651960790157318,0.073678731918335,1,0,0
1958,668,0.639344274997711,0.073678731918335,0.995633184909821,0.00436681229621172,0
1958,417,0.717391312122345,0.110518097877502,0.995391726493835,0.00460829492658377,0
1958,762,0.746606349945068,0.0920984148979187,1,0,0
1958,909,0.675799071788788,0.073678731918335,1,0,0
1958,543,0.692307710647583,0.0920984148979187,1,0,0
1958,824,0.737991273403168,0.069073811173439,1,0,0
1958,420,0.665048539638519,0.0644688904285431,1,0,0
1958,70,0.0480769239366055,0.0552590489387512,1,0,0
1958,427,0.681034505367279,0.0552590489387512,0.995348811149597,0.00465116277337074,0
1958,556,0.736607134342194,0.0552590489387512,1,0,0
1958,480,0.662551462650299,0.0460492074489594,0.995670974254608,0.00432900432497263,0
1958,707,0.680952370166779,0.069073811173439,1,0,0
1958,310,0.68464732170105,0.0506541281938553,1,0,0
1958,608,0.721311450004578,0.0552590489387512,1,0,0
1958,126,0.0384615398943424,0.0782836526632309,1,0,0
1958,509,0.705357134342194,0.073678731918335,1,0,0
1958,903,0.754629611968994,0.073678731918335,0.990243911743164,0,0.00975609757006168
1958,999,0.67256635427475,0.105913177132607,1,0,0
1958,849,0.712264180183411,0.0460492074489594,1,0,0
1958,429,0.686635971069336,0.0460492074489594,1,0,0
1958,720,0.705069124698639,0.073678731918335,1,0,0
1958,170,0.191056907176971,0.069073811173439,1,0,0
1958,880,0.756410241127014,0.0874934941530228,1,0,0
1958,295,0.729357779026031,0.0782836526632309,1,0,0
1958,878,0.737327218055725,0.0368393659591675,1,0,0
1958,316,0.699481844902039,0.0644688904285431,1,0,0
1958,908,0.730593621730804,0.073678731918335,1,0,0
1958,713,0.684210538864136,0.069073811173439,1,0,0
1958,207,0.618421077728271,0.0967033356428146,1,0,0
1958,804,0.715596318244934,0.0874934941530228,0.995073914527893,0.00492610828951001,0
1958,475,0.736401677131653,0.0552590489387512,1,0,0
1958,438,0.658634543418884,0.073678731918335,1,0,0
1958,926,0.720164597034454,0.0782836526632309,1,0,0
1958,214,0.642857134342194,0.0552590489387512,0.994974851608276,0.00502512557432055,0
1958,857,0.712871313095093,0.069073811173439,1,0,0
1958,136,0.0557939931750298,0.0828885734081268,0.995391726493835,0.00460829492658377,0
1958,469,0.65625,0.069073811173439,1,0,0
1958,577,0.625592410564423,0.0782836526632309,1,0,0
1958,533,0.686956524848938,0.0644688904285431,0.995433807373047,0.00456620985642076,0
1958,753,0.694581270217896,0.069073811173439,1,0,0
1958,797,0.676724135875702,0.0874934941530228,1,0,0
1958,259,0.644444465637207,0.0598639696836472,1,0,0
1958,699,0.650943398475647,0.0552590489387512,1,0,0
1958,523,0.644549787044525,0.0874934941530228,1,0,0
1958,363,0.686192452907562,0.0552590489387512,1,0,0
1958,750,0.66233766078949,0.0552590489387512,1,0,0
1958,907,0.730392158031464,0.0644688904285431,1,0,0
1958,371,0.696581184864044,0.0598639696836472,1,0,0
1958,626,0.674208164215088,0.069073811173439,1,0,0
1958,597,0.684684693813324,0.0414442867040634,1,0,0
1958,152,0.0535714291036129,0.0920984148979187,0.995169103145599,0.00483091780915856,0
1958,468,0.613861382007599,0.0874934941530228,0.994764387607574,0.00523560214787722,0
1958,791,0.714893639087677,0.069073811173439,1,0,0
1958,141,0.0710659921169281,0.0598639696836472,0.994680821895599,0.00531914876773953,0
1958,434,0.689999997615814,0.0598639696836472,1,0,0
1958,327,0.669322729110718,0.101308256387711,1,0,0
1958,225,0.639485001564026,0.0782836526632309,0.995515704154968,0.00448430515825748,0
1958,20,0.0315315313637257,0.0828885734081268,1,0,0
1958,151,0.0660377368330956,0.0644688904285431,0.990147769451141,0.00985221657902002,0
1958,527,0.699115037918091,0.073678731918335,1,0,0
1958,135,0.0679611638188362,0.0460492074489594,1,0,0
1958,587,0.711538434028625,0.0828885734081268,0.994791686534882,0.00520833348855376,0
1958,180,0.534562230110168,0.0644688904285431,1,0,0
1958,900,0.716101706027985,0.0644688904285431,1,0,0
1958,885,0.702127635478973,0.073678731918335,0.995433807373047,0.00456620985642076,0
1958,273,0.658415853977203,0.073678731918335,0.99481862783432,0.00518134701997042,0
1958,808,0.678391933441162,0.0460492074489594,0.989417970180511,0.0105820102617145,0
1958,175,0.569444417953491,0.073678731918335,1,0,0
1958,847,0.772092998027802,0.0782836526632309,1,0,0
1958,341,0.691964268684387,0.073678731918335,1,0,0
1958,26,0.0347826071083546,0.0644688904285431,0.995370388031006,0.00462962966412306,0
1958,635,0.691983103752136,0.0874934941530228,1,0,0
1958,272,0.689956307411194,0.0920984148979187,1,0,0
1958,130,0.0472103022038937,0.0920984148979187,0.995283007621765,0,0.00471698120236397
1958,113,0.0639269426465034,0.0874934941530228,1,0,0
1958,937,0.679245293140411,0.0967033356428146,1,0,0
1958,631,0.737500011920929,0.069073811173439,1,0,0
1958,422,0.768181800842285,0.0644688904285431,1,0,0
1958,55,0.0536585375666618,0.073678731918335,0.995000004768372,0,0.00499999988824129
1958,345,0.70558375120163,0.0552590489387512,1,0,0
1958,293,0.715447127819061,0.0828885734081268,1,0,0
1958,335,0.680180191993713,0.0874934941530228,1,0,0
1958,761,0.721238911151886,0.0782836526632309,1,0,0
1958,931,0.690582931041718,0.0598639696836472,1,0,0
1958,515,0.706896543502808,0.0460492074489594,0.995535731315613,0.00446428591385484,0
1958,985,0.691304326057434,0.0644688904285431,1,0,0
1958,588,0.700460851192474,0.0874934941530228,0.995024859905243,0.00497512426227331,0
1958,119,0.0616113729774952,0.073678731918335,1,0,0
1958,744,0.7168949842453,0.069073811173439,0.995121955871582,0.00487804878503084,0
1958,421,0.632000029087067,0.0598639696836472,1,0,0
1958,332,0.654708504676819,0.069073811173439,1,0,0
1958,955,0.751173734664917,0.0552590489387512,1,0,0
1958,80,0.0616113729774952,0.073678731918335,1,0,0
1958,989,0.704641342163086,0.0920984148979187,0.991111099720001,0.00444444455206394,0.00444444455206394
1958,746,0.610859751701355,0.0598639696836472,1,0,0
1958,36,0.0432900451123714,0.0598639696836472,0.995535731315613,0.00446428591385484,0
1958,990,0.732394337654114,0.0506541281938553,0.995000004768372,0.00499999988824129,0
1958,500,0.693693697452545,0.0598639696836472,0.990196049213409,0.00490196095779538,0.00490196095779538
1958,563,0.748858451843262,0.0506541281938553,0.995145618915558,0.00485436897724867,0
1958,677,0.601694941520691,0.0598639696836472,0.995475113391876,0,0.00452488707378507
1958,91,0.0458715595304966,0.0782836526632309,1,0,0
1958,336,0.652968049049377,0.0598639696836472,0.995145618915558,0.00485436897724867,0
1958,88,0.0740740746259689,0.0874934941530228,1,0,0
1958,464,0.726027369499207,0.073678731918335,1,0,0
1958,580,0.664948463439941,0.0506541281938553,1,0,0
1958,834,0.639130413532257,0.0644688904285431,1,0,0
1958,348,0.721461176872253,0.073678731918335,0.995192289352417,0.0048076924867928,0
1958,517,0.724890828132629,0.0552590489387512,0.990783393383026,0.00921658985316753,0
1958,747,0.623893797397614,0.0460492074489594,1,0,0
1958,1000,0.7289719581604,0.0828885734081268,1,0,0
1958,239,0.627118647098541,0.073678731918335,0.995633184909821,0.00436681229621172,0
1958,892,0.670682728290558,0.101308256387711,1,0,0
1958,132,0.0495495498180389,0.0368393659591675,1,0,0
1958,499,0.733333349227905,0.073678731918335,1,0,0
1958,485,0.717488765716553,0.101308256387711,1,0,0
1958,813,0.722222208976746,0.073678731918335,1,0,0
1958,28,0.0486725680530071,0.0460492074489594,1,0,0
1958,192,0.562211990356445,0.0644688904285431,0.995073914527893,0,0.00492610828951001
1958,536,0.640186905860901,0.073678731918335,1,0,0
1958,213,0.594594597816467,0.0506541281938553,1,0,0
1958,373,0.687203764915466,0.0414442867040634,1,0,0
1958,409,0.694174766540527,0.0322344452142715,1,0,0
1958,188,0.66945606470108,0.0828885734081268,0.995555579662323,0.00444444455206394,0
1958,147,0.0555555559694767,0.073678731918335,1,0,0
1958,915,0.699999988079071,0.0874934941530228,1,0,0
1958,976,0.74056601524353,0.0598639696836472,1,0,0
1958,942,0.67948716878891,0.073678731918335,1,0,0
1958,391,0.652173936367035,0.0920984148979187,1,0,0
1958,859,0.701357483863831,0.073678731918335,1,0,0
1958,106,0.0421940945088863,0.0828885734081268,1,0,0
1958,534,0.67256635427475,0.069073811173439,1,0,0
1958,2,0.0652173906564713,0.0828885734081268,1,0,0
1958,326,0.654166638851166,0.0644688904285431,1,0,0
1958,103,0.0399999991059303,0.0782836526632309,1,0,0
1958,311,0.688372075557709,0.069073811173439,1,0,0
1958,501,0.666666686534882,0.0920984148979187,0.991031408309937,0.00896861031651497,0
1958,401,0.705128192901611,0.0644688904285431,1,0,0
1958,418,0.732758641242981,0.0414442867040634,0.995475113391876,0.00452488707378507,0
1958,843,0.626865684986115,0.0828885734081268,1,0,0
1958,176,0.563876628875732,0.069073811173439,1,0,0
1958,367,0.725388586521149,0.069073811173439,0.99444442987442,0.00555555569007993,0
1958,716,0.696581184864044,0.0414442867040634,0.990825712680817,0.00917431153357029,0
1958,719,0.67592591047287,0.0644688904285431,0.995000004768372,0.00499999988824129,0
1958,738,0.654321014881134,0.0874934941530228,1,0,0
1958,196,0.635468006134033,0.0644688904285431,1,0,0
